case,i_limit_a,t_charge_max_ns,state_final_code,state_final_name,n_rotations_completed,handoff_reached,t_handoff_s,vout_final_v,vc1_final_v,vc2_final_v,vc3_final_v,il1_max_a,il1_min_a,il2_max_a,il2_min_a,il3_max_a,il3_min_a,il4_max_a,il4_min_a,ics1_max_a,ics1_min_a,ics2_max_a,ics2_min_a,ics3_max_a,ics3_min_a,grade,suspected_numeric_artifact_branches,vout_first,vout_last,vout_net_change,vout_monotonic,vc1_first,vc1_last,vc1_net_change,vc1_monotonic,vc2_first,vc2_last,vc2_net_change,vc2_monotonic,vc3_first,vc3_last,vc3_net_change,vc3_monotonic
r04e10_ilimit_10a_tchg_5ns,10.0,5.0,5.0,FREE3,0,False,,0.000207654520636,0.0406754314899,-0.0100748222321,-0.01125101652,10.158873558,-0.511052727699,0.632211506367,-8.90922737122,0.0393354445696,-0.0858798027039,0.00698184594512,-0.0197458583862,497.294464111,-12.1928024292,60.7171440125,-460.309295654,460.315826416,-1.91211760044,CONTROLLER_GUARD_PASS,,,,,,,,,,,,,,,,,
r04e10_ilimit_10a_tchg_20ns,10.0,20.0,1.0,FREE1,17,False,,0.00259773200378,0.397110283375,0.089792534709,-0.00505330692977,10.1770420074,-4.94587612152,4.3786854744,-8.90922737122,5.97888994217,-2.94402170181,0.567961096764,-2.49672555923,4916.49511719,-514.496826172,550.541442871,-83591.140625,83587.46875,-552.198608398,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS2_MIN;ICS3_MAX,0.000151695348904,0.00221228133887,0.002060585989966,True,0.0476037189364,0.525619864464,0.47801614552759997,False,-0.0344978906214,-0.150095582008,-0.1155976913866,False,0.0181405805051,0.0544269010425,0.0362863205374,False
r04e10_ilimit_10a_tchg_50ns,10.0,50.0,5.0,FREE3,13,False,,0.00263651274145,0.435313403606,0.175247639418,0.007125553675,10.1779079437,-6.72979831696,5.6476020813,-8.90922737122,1.89959359169,-3.45519447327,0.399516731501,-1.13196897507,5109.13671875,-447.712738037,664.190246582,-24670.5800781,24670.9785156,-1710.60205078,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS2_MIN;ICS3_MAX;ICS3_MIN,0.000349612499122,0.00246644858271,0.002116836083588,True,0.054397072643,0.398531109095,0.344134036452,False,0.0304850265384,0.182134076953,0.1516490504146,False,0.00474644452333,0.0127288782969,0.00798243377357,False
r04e10_ilimit_30a_tchg_5ns,30.0,5.0,5.0,FREE3,0,False,,0.000606702116784,0.0912496745586,-0.0341311655939,-0.0340915732086,30.1562461853,-0.860699594021,1.90073263645,-26.4785633087,0.109056718647,-0.238080218434,0.020513465628,-0.058048337698,1477.53833008,-27.7329940796,116.622360229,-1375.79223633,1375.81140137,-5.80550670624,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS2_MIN;ICS3_MAX,,,,,,,,,,,,,,,,
r04e10_ilimit_30a_tchg_20ns,30.0,20.0,5.0,FREE3,4,False,,0.00236504548229,0.539655029774,-0.430057376623,0.179109916091,30.1596832275,-6.28435850143,11.3636302948,-26.4785633087,17.7270030975,-0.932276725769,1.67825222015,-7.40065145493,4631.8984375,-137.830657959,51.1562538147,-233551.6875,233541.40625,-430.504211426,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS2_MIN;ICS3_MAX,0.000385470484616,0.00167097558733,0.001285505102714,True,0.0458704307675,0.355001300573,0.3091308698055,True,0.0103253293782,-0.278672754765,-0.2889980841432,False,0.00178354419768,0.144956335425,0.14317279122732,True
r04e10_ilimit_30a_tchg_50ns,30.0,50.0,6.0,CHARGE4,12,False,,0.00689422432333,1.14702785015,0.170683458447,-0.0186409819871,30.1657047272,-20.3846645355,15.4061450958,-26.4785633087,4.27304697037,-8.54597473145,1.18307507038,-3.34536361694,6212.60791016,-782.684204102,1959.96362305,-74391.046875,74392.2109375,-3864.7409668,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS2_MAX;ICS2_MIN;ICS3_MAX;ICS3_MIN,0.00101740704849,0.00652972003445,0.00551231298596,True,0.145165070891,1.04894268513,0.9037776142390002,False,0.0789941549301,0.187560543418,0.1085663884879,False,0.0106249563396,0.032695800066,0.022070843726400002,False
r04e10_ilimit_60a_tchg_5ns,60.0,5.0,2.0,CHARGE2,0,False,,0.00120956928004,0.17407977581,-0.0695039480925,-0.067792929709,60.1728401184,-1.7779815197,3.79729914665,-52.840713501,0.214758440852,-0.468837529421,0.0,-2.42623676705e-09,2949.26977539,-54.6872367859,238.904190063,-1559.07568359,0.107379220426,-11.6146402359,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS2_MIN,,,,,,,,,,,,,,,,
r04e10_ilimit_60a_tchg_20ns,60.0,20.0,1.0,FREE1,11,False,,0.00941386446357,1.12314462662,0.0821345672011,-0.149727478623,60.1728401184,-20.3620109558,21.4428977966,-52.840713501,35.7751617432,-17.774274826,3.39699244499,-14.9389343262,5389.66015625,-2119.6171875,6586.87304688,-499865.8125,499843.8125,-6606.54150391,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS1_MIN;ICS2_MAX;ICS2_MIN;ICS3_MAX;ICS3_MIN,0.000913894386031,0.00831678323448,0.007402888848449001,True,0.208174884319,1.2353348732,1.027159988881,False,-0.206605643034,-0.299158781767,-0.092553138733,False,0.109518349171,0.0261825267226,-0.08333582244840002,False
r04e10_ilimit_60a_tchg_50ns,60.0,50.0,4.0,CHARGE3,12,False,,0.0140987895429,1.98250246048,0.618512749672,0.0872458964586,60.1728401184,-40.7915039062,29.7785701752,-52.840713501,9.50633716583,-17.8017406464,2.35930109024,-6.67299890518,6959.71533203,-1610.13061523,3961.38696289,-148926.734375,148929.046875,-8331.77832031,CONTROLLER_GUARD_PASS,ICS1_MAX;ICS1_MIN;ICS2_MAX;ICS2_MIN;ICS3_MAX;ICS3_MIN,0.00202893605456,0.0134641900659,0.01143525401134,True,0.285184055567,1.67435061932,1.389166563753,False,0.154475465417,0.874938607216,0.7204631417990001,False,0.0202483609319,0.105379939079,0.08513157814710001,False
